pers,type,dt,count
Hercules,---,1649,1
Hercules,---,1652,1
Hercules,---,1657,1
Hercules,---,1679,1
Hercules,---,1688,1
Hercules,---,1724,1
Heresy,Personification,1543,1
Hermaphroditus,---,1512,1
Hermaphroditus,---,1639,1
Hermaphroditus,---,1645,1
Hermes,---,1646,1
Hero,---,1585,1
Herod,NT,1586,1
Herod,NT,1643,1
Herod,NT,1683,1
Herod,NT,1703,1
Herod's soldiers,NT,1606,1
Herodes,NT,1630,1
Herodias,NT,1630,1
Herodias,NT,1703,1
Herodias,NT,1726,1
Herse,---,1639,1
Hersilia,---,1651,1
Hesperides,---,1585,1
Hezekiah,---,1579,1
High Priest,Prof,1586,1
Hippolytus,---,1556,1
Hippolytus,---,1587,1
Holofernes,OT,1585,1
Holofernes,OT,1622,1
Holofernes,OT,1643,1
Holofernes,OT,1647,1
Holofernes,OT,1651,1
Holofernes,OT,1661,1
Holofernes,OT,1686,1
Holy Dove,---,1605,1
Holy Family,---,1504,1
Holy Family,---,1513,1
Holy Family,---,1526,1
Holy Family,---,1549,1
Holy Family,---,1582,1
Holy Family,---,1585,1
Holy Family,---,1589,1
Holy Family,---,1615,1
Holy Family,---,1616,1
Holy Family,---,1619,1
Holy Family,---,1632,1
Holy Family,---,1634,1
Holy Family,---,1641,3
Holy Family,---,1643,1
Holy Family,---,1644,1
Holy Family,---,1645,2
Holy Family,---,1646,2
Holy Family,---,1648,1
Holy Family,---,1650,1
Holy Family,---,1672,1
Holy Family,---,1692,1
Holy Family,---,1718,1
Holy Ghost,---,1656,1
Holy Roman Emperor,person,1589,1
Holy Spirit,---,1589,1
Holy Spirit,---,1622,2
Holy Spirit,---,1634,1
Holy Spirit,---,1635,2
Holy Spirit,---,1652,1
Holy Spirit,---,1657,1
Holy Spirit,---,1670,1
Holy Spirit,---,1674,1
Holy Spirit,---,1695,1
Holy Trinity,---,1585,1
Holy Trinity,---,1653,1
Holy Trinity,---,1674,1
Holy Woman,---,1606,1
Holy family,---,1565,2
Holy family,---,1573,1
Holy family,---,1616,1
Holy family,---,1665,1
Holy women,---,1585,1
Hugo Grotius,person,1675,1
Hulst,---,1640,1
Humility,---,1695,1
Hungarian woman,Woman,1616,1
Hydra,---,1648,1
Ian Schuners,person,1682,1
Immortal (xian),---,1600,1
Imperial cavalry,---,1618,1
Infant Adonis,---,1514,1
Infant Christ,---,1530,1
Infant Christ,---,1615,1
Infant St John the Baptist,---,1589,1
Invidia,---,1574,1
Io,---,1648,1
Io,---,1651,1
Iohn Diodati,person,1585,1
Iole,---,1589,1
Iris,---,1651,1
Iris,---,1672,1
Irish woman,Woman,1624,1
Isaac,OT,1549,1
Isabella d'Este,person,1620,1
Ishmael,OT,1589,1
Ishmael,OT,1627,1
Ishmael,OT,1634,1
Ishmael,OT,1695,1
Israelite army,Nation,1511,1
Israelite army,Nation,1649,1
Israelite army,Nation,1741,1
Israelites,Nation,1574,1
Israelites,Nation,1586,1
Israelites,Nation,1592,2
Israelites,Nation,1594,1
Israelites,Nation,1609,1
Israelites,Nation,1613,1
Israelites,Nation,1619,1
Israelites,Nation,1638,1
Israelites,Nation,1647,1
Israelites,Nation,1649,1
Israelites,Nation,1651,2
Israelites,Nation,1688,2
"Issachar, Patriarch of Israel",OT,1643,1
Ithacan rebels,Nation,1647,1
Itys,---,1577,1
Iustitia,---,1601,1
Ixion,---,1652,1
Jacob,OT,1578,1
Jacob,OT,1642,2
Jacob,OT,1644,1
Jacob,OT,1646,1
Jacob Roelants,person,1608,1
Jacques Barrelier,person,1645,1
Jael,OT,1688,1
Jair,OT,1526,1
James,---,1746,1
James I,person,1592,1
James I,person,1609,2
James I,person,1641,1
James I,person,1643,1
James I,person,1646,1
James V,person,1643,1
Janus,---,1643,1
Jason,---,1655,1
"Jean Baptiste Gault, Bishop of Marseille",person,1661,1
Jehoiada,OT,1672,1
Jehoshaphat,---,1608,1
Jephthah's daughter,OT,1695,1
Jeremiah,OT,1695,1
Jeroboam,---,1594,1
Jeroboam,---,1688,1
Jeroboam's son,OT,1585,1
Jesse,OT,1583,1
Jesus,---,1572,1
Jesus,---,1585,3
Jesus,---,1589,1
Jesus,---,1609,1
Jesus,---,1635,1
Jesus,---,1638,1
Jesus,---,1646,1
Jesus,---,1650,2
Jesus,---,1651,1
Jesus,---,1688,1
Jesus Child,---,1644,1
Jesus Christ,---,1518,1
Jesus Christ,---,1592,1
Jesus Christ,---,1632,1
Jesus Christ,---,1732,1
Jews,Nation,1651,1
Joab,OT,1491,1
Joash,OT,1635,1
Joash,OT,1672,1
Job,OT,1582,1
Job,OT,1619,1
"Johann Friedrich, elector of Saxony",person,1651,1
Johann Jakob Scheuchzer,person,1648,1
Johannes Hallius,person,1688,1
Johannes Henry van Craenhals,---,1549,1
John,---,1585,1
John,---,1598,1
John,---,1746,1
"John III Sobieski, King of Poland and Grand Duke of Lithuania",person,1620,1
John Pym,person,1591,1
John Taylor,person,1589,1
John de Gavarelle,person,1682,1
John the Baptist,---,1589,1
John the Baptist,---,1596,1
John the Baptist,---,1650,1
John the Baptist,---,1673,1
John the Baptist,---,1726,1
Jonah,OT,1585,2
Jonah,OT,1694,1
Jonas,OT,1528,1
Joseph,---,1498,1
Joseph,---,1504,1
Joseph,---,1585,2
Joseph,---,1606,1
Joseph,---,1610,1
Joseph,---,1615,1
Joseph,---,1641,2
Joseph,---,1642,1
Joseph,---,1643,2
Joseph,---,1644,1
Joseph,---,1646,1
Joseph,---,1647,1
Joseph,---,1648,1
Joseph,---,1652,1
Joseph,---,1654,1
Joseph,---,1656,1
Joseph,---,1657,1
Joseph,---,1671,1
Joseph,---,1688,1
Joseph,---,1710,1
Joseph,---,1718,1
Joseph,---,1719,1
Joseph brothers,---,1582,1
Joseph of Arimathaea,---,1643,1
Joseph of Arimathea,---,1589,1
Joseph of Arithmea,---,1688,1
"Joseph, the Patriarch of Israel",OT,1641,1
Joseph ,---,1688,1
Joshua,OT,1543,1
Joshua,OT,1613,1
Joshua Ward,person,1589,1
Jove,---,1638,1
Jubal,OT,1596,1
Judah,---,1635,1
Judas,---,1520,1
Judas,---,1575,1
Judas,---,1605,1
Judas,---,1622,1
Judas Iscariot,NT,1598,1
Judas Maccabee,---,1585,1
Judas Maccabeus,OT,1594,1
Judith,OT,1585,1
Judith,OT,1590,1
Judith,OT,1622,1
Judith,OT,1643,1
Judith,OT,1647,1
Judith,OT,1661,1
Judith,OT,1686,1
Julius Caesar,person,1590,1
Julius Caesar,person,1688,1
Junius Juvenal,person,1635,1
Juno,---,1600,1
Juno,---,1625,1
Juno,---,1640,1
Juno,---,1641,1
Juno,---,1645,1
Juno,---,1646,1
Juno,---,1649,1
Juno,---,1650,2
Juno,---,1652,1
Juno,---,1655,1
Juno,---,1722,1
Jupiter,---,1585,1
Jupiter,---,1598,1
Jupiter,---,1600,1
Jupiter,---,1608,1
Jupiter,---,1635,1
Jupiter,---,1639,1
Jupiter,---,1641,3
Jupiter,---,1642,1
Jupiter,---,1643,3
Jupiter,---,1648,1
Jupiter,---,1649,1
Jupiter,---,1651,1
Jupiter,---,1652,1
Jupiter,---,1654,1
Jupiter,---,1740,1
Justice,---,1589,1
Justice,---,1651,1
Justice,---,1664,1
King,---,1558,1
King,---,1582,1
King,---,1601,1
King,---,1728,2
King Ahab,OT,1643,1
King Ahaziah,OT,1645,1
King Amaziah,OT,1585,1
King Charles I,person,1646,1
King Charles X of Sweden,person,1643,1
King David,OT,1567,1
King David,OT,1601,1
King Ferdinand II,person,1715,1
King Henri II,person,1585,1
King Henry VIII,person,1695,1
King Jehoahaz,OT,1695,1
King Jehoiachim,OT,1695,1
King Jehoiachin,OT,1695,1
King Jehoram,OT,1645,1
King Jehoshaphat,OT,1645,1
King Jeroboam,OT,1573,1
King Jeroboam,OT,1585,1
King Joash,OT,1585,1
King John,person,1592,1
King John,person,1635,1
King Nebuchadnezzar,OT,1652,1
King Stephen,---,1629,1
King Uzziah,OT,1585,1
King Zedekiah,OT,1707,1
Labourers,---,1585,1
Laestrygones,---,1672,1
Lamb,---,1585,2
Lamb,---,1632,1
Lamb of God,---,1590,1
Lamech,OT,1665,1
Lampetia,---,1734,1
Lantern maker,Prof,1622,1
Laocoön,---,1651,1
Lapiths,---,1649,1
Lars Porsena,person,1583,1
Latona,---,1642,1
Latona,---,1663,1
Laura de' Dianti,person,1596,1
Lavinia,---,1622,1
Law,Personification,1589,1
Lazarus,NT,1575,1
Lazarus,NT,1594,1
Lazarus,NT,1645,1
Leander,---,1585,1
Leonard Plukenet,person,1622,1
Leucothoe,---,1650,1
"Levi, Patriarch of Israel",---,1695,1
Liberalitas,---,1664,1
Lord,---,1586,1
Lord,---,1620,1
Lord,---,1641,1
Lot,OT,1592,1
Lot,OT,1594,1
Lot,OT,1597,1
Lot,OT,1602,1
Lot,OT,1646,1
"Lothar von Metternich, Archbishop and Elector of Trier",person,1496,1
Louis XIII,person,1589,1
"Louise Françoise, Duchess de la Vallière",person,1590,1
Lucchese patron saints,---,1695,1
Lucius Brutus,person,1634,1
Lucretia,---,1586,1
Lucretia,---,1622,1
Lucretia,---,1634,1
Lucretia,---,1641,1
Lucretia,---,1692,1
Lucretius,person,1589,1
Lycomedes,---,1648,1
Maarten de Vos,person,1680,1
Madonna,NT,1641,1
Madonna del Pesce,---,1585,1
Madonna ,---,1643,1
Magdalen,---,1589,1
Magdalene,---,1540,1
Magdalene,---,1593,1
Magdalene,---,1678,1
Magdalene,---,1688,1
Magi,NT,1610,1
Magi,NT,1641,1
Magi,NT,1643,1
Magi,NT,1645,1
Magi,NT,1683,1
Magi,NT,1694,1
Magi,NT,1695,1
Magi,NT,1728,1
Malachias,OT,1586,1
Male,---,1646,1
Man,---,1618,1
Man,---,1624,1
Manasseh,---,1585,1
Marcus Aurelius,person,1645,2
Marcus Gheeraerts,person,1646,1
Marforio,---,1696,1
Maries,NT,1583,1
Maries,NT,1656,1
Maries,NT,1671,1
Maries,NT,1688,1
Marius,---,1659,1
Marquis d'Effiat,person,1574,1
Mars,---,1643,1
Mars,---,1649,1
Mars,---,1652,1
Mars,---,1672,1
Mars,---,1703,1
Marsyas,---,1648,1
Marsyas,---,1658,1
Martha,NT,1575,1
Martha,NT,1609,1
Martha,NT,1641,1
Martha,NT,1646,1
Martha,NT,1651,1
Martyrs,---,1651,1
Mary,NT,1504,1
Mary,NT,1575,1
Mary,NT,1585,2
Mary,NT,1634,2
Mary,NT,1637,1
Mary,NT,1641,2
Mary,NT,1643,2
Mary,NT,1646,2
Mary,NT,1650,1
Mary,NT,1654,1
Mary,NT,1688,1
Mary Magdalen,---,1672,1
Mary Magdalen,---,1681,1
Mary Magdalene,---,1586,1
Mary Magdalene,---,1602,1
Mary Magdalene,---,1609,1
Mary Magdalene,---,1637,1
Mary Magdalene,---,1650,1
Mary Magdalene,---,1651,1
Mary Magdalene,---,1657,1
Mary of Modena,person,1642,1
Mary of Modena,person,1643,1
Marÿ koorens,---,1695,1
"Matthias I, Holy Roman Emperor",person,1585,1
"Maurice, Landgrave of Hesse-Cassel",person,1542,1
"Maximilian, Holy Roman Emperor",person,1695,1
Medea,---,1644,1
Medusa,---,1585,1
Medusa,---,1663,1
Melancholia,Personification,1585,1
Melchizedek,OT,1622,1
Meleager,---,1585,1
Meleager,---,1605,1
Melpomene,---,1643,1
Men,---,1643,1
Menelaus,---,1589,1
Merchant,---,1591,1
Mercurius,---,1645,1
Mercury,---,1639,1
Mercury,---,1642,1
Mercury,---,1643,1
Mercury,---,1644,2
Mercury,---,1645,2
Mercury,---,1646,1
Mercury,---,1651,1
Mercury,---,1665,1
Mercury,---,1683,1
Mercury ,---,1640,1
Mezentius,---,1619,1
Midas,---,1648,1
Midianites,OT,1585,1
Milkmaid,---,1562,1
Miner,Prof,1586,1
Minerva,---,1642,1
Minerva,---,1651,1
Minerva,---,1656,1
Minerva,---,1754,1
Minos,---,1574,1
Minos,---,1652,1
Mirror maker,Prof,1568,1
Misericordia Dei (Mercy of God),---,1670,1
Moabites,OT,1732,1
Moll,OT,1723,1
Monks,---,1726,1
Mordecai,OT,1573,1
Moses,OT,1574,1
Moses,OT,1585,1
Moses,OT,1592,1
Moses,OT,1638,1
Moses,OT,1641,2
Moses,OT,1642,1
Moses,OT,1645,2
Moses,OT,1647,1
Moses,OT,1651,1
Moses,OT,1653,1
Moses,OT,1665,1
Moses,OT,1673,1
Moses,OT,1746,1
Mucius Scaevola,person,1583,1
Muses,---,1650,1
Musica,---,1570,1
Myley Arsheid Zeriff,---,1635,1
Naamah,OT,1630,1
Nabal,OT,1585,1
Naomi,OT,1732,1
"Naphtali, Patriarch of Israel",OT,1643,1
Nathan,OT,1646,1
Native American,Nation,1651,1
Native American woman,Woman,1585,1
Nebuchadnezzar,person,1729,1
Nemrod,OT,1566,1
Neoptolemus,---,1609,1
Neptune,---,1585,1
Neptune,---,1589,2
Neptune,---,1619,1
Neptune,---,1643,1
Neptune,---,1647,1
Neptune,---,1649,1
Nereid,---,1646,1
Nessus,---,1638,1
Nestor,---,1646,1
Nicholas of Bari and Roch,---,1695,1
Nicodemus,NT,1498,1
Nicodemus,NT,1585,2
Nicodemus,NT,1590,1
Nicodemus,NT,1652,1
Nicodemus,NT,1656,1
Nicodemus,NT,1671,1
Nicolas Potier de Novion,person,1573,1
Nicole de Lorraine,person,1734,1
Nile,Other myth,1590,1
Niobe,---,1636,1
Niobe,---,1645,1
Niobids,---,1645,1
Nisus,---,1678,1
Noah,OT,1585,2
Noah,OT,1641,1
Noble woman,---,1645,1
Nun,---,1611,1
Nymph,---,1641,1
Nymphs,---,1590,1
Obadiah,OT,1636,1
Obadiah,OT,1643,1
Obdadiah,---,1585,1
Oceanus,---,1648,1
Odysseus,---,1585,1
Odysseus,---,1609,1
Odysseus,---,1682,1
Oil maker,Prof,1585,1
Old Man,---,1622,1
Oliver Cromwell,person,1682,1
Olympian gods,---,1686,1
Olympic Gods,---,1642,1
Ombites,Nation,1644,1
Omphale,---,1688,1
Oriental,Nation,1609,1
Oriental,Nation,1684,1
Oronce Finé,---,1610,1
Orpha,OT,1732,1
Orpheus,---,1655,1
Ottoman army,Nation,1651,1
Ottoman army,Nation,1656,1
Ottoman settlement,Nation,1703,1
Ottoman soldiers,Prof,1651,1
Ovid,OT,1657,1
Painter,Prof,1599,1
Pallas Athena,---,1645,1
Pan,---,1615,1
Pan,---,1641,1
Pan,---,1643,2
Pan,---,1648,1
Pan,---,1693,1
Paralytic,---,1598,1
Parisian matron,St,1608,1
Partridge,Animal,1646,1
Pasiphaë,---,1667,1
Passengers,---,1560,1
Patroclus,---,1589,1
Patroclus,---,1646,1
Paul,---,1650,1
Peace,Personification,1651,1
Peasant Women,---,1586,1
Peasants,---,1589,1
Peasants,---,1594,1
Peasants,---,1644,1
Peasants,---,1688,1
Peasants of Lycia,Nation,1642,1
Peat digger,Prof,1589,1
Pegasus,---,1650,1
Pegasus,---,1727,1
Penelope,---,1608,1
Peneus,---,1652,1
Pentheus,---,1640,1
Pentheus,---,1645,1
People,---,1646,1
Perseus,---,1585,1
Perseus,---,1663,1
Persian Sibyl,---,1641,1
Persian enemy,Nation,1585,1
Persian sibyl,Sibyl,1586,1
Peter,---,1598,1
Peter,---,1695,1
Peter,---,1732,1
Peter,---,1746,1
Petrus Hogerbeets,---,1727,1
Phaeton,---,1627,1
Phaeton's sisters,---,1622,1
Pharaoh,---,1638,1
Pharaoh,---,1647,1
Pharaoh's daughter,---,1641,1
Pharisees,---,1589,1
Pharisees,---,1597,1
Pharisees,---,1641,1
Pharoah,---,1653,1
Philip of Macedon,OT,1570,1
Philipp Melanchthon,person,1575,1
Philippus Nutius,person,1695,1
"Philips William, Prince of Orange",person,1682,1
Philistines,OT,1635,1
Philistines,OT,1649,1
Philomena,---,1577,1
Phineus,---,1663,1
Phoenix,---,1585,1
Piacevoli hunting society,---,1646,1
Picus,---,1600,1
Pierre de La Ramée,person,1585,1
Pietro Aretino,person,1585,1
Pietro Vettori,person,1647,1
Pigritia,Animal,1589,1
Pigsy (Zhu Baijie),---,1635,1
Pilate,NT,1573,1
Pilate,NT,1605,1
Pilate,NT,1643,1
Pilate,NT,1644,1
Pilate,NT,1651,1
Pilate,NT,1695,1
Plague-Stricken,---,1584,1
Plato,person,1635,1
Pleasure,Personification,1649,1
Plutarch,person,1608,1
Pluto,---,1645,1
Pluto,---,1669,1
Poet Virgil,person,1586,1
Polydorus,---,1646,1
Polyhymnia,---,1562,1
Polymestor,---,1646,1
Polyphemus,---,1573,1
Polyphemus,---,1585,1
Polyphemus,---,1590,1
Polyphemus,---,1682,1
Polyphemus,---,1695,1
Polyxena,---,1609,1
Pontius Pilate,---,1634,1
Pope,person,1585,1
Pope,person,1589,1
Pope,person,1692,1
Pope,person,1728,1
Pope Alexander VII,person,1657,1
Pope Innocent IX,person,1585,1
Pope Innocent X,person,1587,1
Pope Pius V,person,1695,1
Portrait bust,---,1585,1
Poseidon,---,1688,1
Poseidon,---,1734,1
Potiphar's wife,OT,1642,1
Potiphar's wife,OT,1688,1
Potiphar's wife,OT,1710,1
Potter,---,1643,1
Preacher,Prof,1568,1
Priapus,---,1643,1
Pride,Personification,1695,1
Priest,---,1605,1
Prince Edward,person,1695,1
"Prince Henry the eight, King of England",person,1634,1
Prince Henry the seaventh,person,1643,1
Prince Maximillian of Bavaria,person,1642,1
Printmaker,Prof,1597,1
Priscus,person,1659,1
Procession,---,1672,1
Procne,---,1577,1
Proconsul Sergius,NT,1615,1
Procris,---,1620,1
Procris,---,1636,1
Procris,---,1651,1
Prodigal Son,---,1646,1
Prophet Elijah,---,1552,1
Prophet Elijah,---,1575,1
Prophet Elijah,---,1641,1
Proserpina,---,1645,1
Proserpine,---,1645,1
Proserpine,---,1669,1
Prudence,Personification,1664,1
Prudence,Personification,1729,1
Pyramus,---,1589,1
Pyrrha,---,1618,1
Python,---,1589,1
Queen Semiramis,Other myth,1635,1
Queen of Sheba,OT,1621,1
Queen of Sheba,OT,1648,1
Rachel,OT,1642,1
Raphael,OT,1511,1
Raphael,OT,1641,1
Raphael,OT,1695,2
Reason,Personification,1686,1
Rebecca,OT,1641,1
Religion,Personification,1543,1
Religion,Personification,1642,1
Remus,---,1640,1
Remus,---,1645,1
René II,person,1585,1
Reuben,OT,1727,1
Rhetoric,---,1590,1
Richard Bernard,person,1596,1
Richard Grafton,person,1603,1
Richard III,person,1585,1
River God,---,1645,1
Roger L'Estrange,person,1649,1
Roman consul Regulus,person,1585,1
Roman emperor Domitian,person,1688,1
Roman pro-consul Sergius Paulus,person,1650,1
Roman she-wolf,---,1640,1
Roman soldier,Prof,1583,1
Roman soldiers,---,1651,1
Roman soldiers,---,1672,1
Roman soldiers,---,1688,1
Rome,Personification,1634,1
Romulus,---,1640,1
Romulus,---,1645,1
Rosary,---,1646,1
Ruth,OT,1586,1
Ruth,OT,1732,1
Sabine women,---,1623,1
Sabine women,---,1641,1
Sabine women,---,1658,1
Sabines,---,1553,1
Sagittarius,---,1641,1
Sailor,OT,1688,1
Saint Barbara,---,1645,1
Saint James the Greater,---,1715,1
Saint John,---,1630,1
Saint Peter,---,1650,1
Saints,---,1650,1
Saints,---,1651,1
Salmacis,---,1512,1
Salmacis,---,1639,1
Salmacis,---,1645,1
Salmon,OT,1616,1
Salome,NT,1573,1
Salome,NT,1619,1
Salome,NT,1630,1
Salome,NT,1703,1
Salvator Mundi,---,1688,1
Samson,OT,1630,1
Samson,OT,1635,1
San Diego,St,1654,1
Santa Giustina of Padua,St,1656,1
Sapientia,Personification,1601,1
Sapphira,NT,1598,1
Sara,OT,1511,1
Sarah,OT,1641,1
Sarah,OT,1646,1
Sarah Mapp,person,1589,1
Sarai,OT,1582,1
Saskia van Uylenburgh,person,1585,1
Satan,NT,1629,1
Saturn,---,1592,1
Satyr,---,1643,1
Saul,OT,1601,1
Saul,OT,1641,1
Saul,OT,1643,1
Saul,OT,1649,1
Saul,OT,1675,1
Saul,OT,1688,1
Saul (St Paul),OT,1645,1
Scientia (Knowledge),Personification,1543,1
Scientia (Knowledge),Personification,1585,1
Scientia (Knowledge),Personification,1620,1
Scientia (Knowledge),Personification,1638,1
Sculptor,Prof,1649,1
Scylla,---,1574,1
Scylla,---,1695,1
Sea Monster,---,1585,1
Semele,---,1600,1
Semiramis,---,1683,1
Seneca,person,1608,1
Sextus,---,1692,1
Sextus Tarquinius,person,1622,1
Shamgar,OT,1688,1
Shechem,OT,1578,1
Shechem,OT,1618,1
Shepherds,---,1575,1
Shepherds,---,1645,1
Ship builder,Prof,1656,1
Shunammite woman,---,1585,1
Sight,Personification,1585,1
Silas,---,1555,1
Silenus,---,1639,1
Silk maker,Prof,1617,1
Silversmith,Prof,1586,1
Simeon,OT,1585,1
"Simeon, Patriarch of Israel",---,1646,1
Simon of Cyrene,NT,1585,1
Simon the Pharisee,NT,1561,1
Simon the Pharisee,NT,1672,1
Simon the Pharisee,NT,1678,1
Sin,Personification,1543,1
Sinorix,---,1589,1
Sir Anthony van Dyck,---,1585,1
Sir Dudley Carleton,person,1646,1
Sir Hans Sloane,---,1589,1
Sir Hans Sloane,---,1642,1
Sir Hans Sloane,---,1675,1
Sir Henry Guildford,person,1641,1
Sir John Chamber,person,1645,1
Siserra,OT,1688,1
Sisyphus,---,1652,1
Smelling,Personification,1585,1
Smith,---,1605,1
Sodomites,---,1597,1
Soldiers,---,1504,1
Soldiers,---,1582,1
Solomon,OT,1577,1
Solomon,OT,1608,1
Solomon,OT,1621,1
Solomon,OT,1648,1
Solomon,OT,1659,1
Son,---,1600,1
Son,---,1665,1
Sophocles,person,1543,1
Spanish man,Nation,1641,1
Spanish noblewoman,Woman,1644,1
Spes,---,1528,1
Spes,---,1728,1
Spinner,Prof,1594,1
Spirits,---,1635,1
Spring,Personification,1641,1
St Agatha,St,1688,1
St Agnes,St,1585,1
St Andrew,NT,1501,1
St Andrew,NT,1585,1
St Andrew,NT,1599,1
St Andrew,NT,1615,1
St Andrew,NT,1679,1
St Andrew,NT,1695,1
St Andrew,NT,1749,1
St Anne,NT,1532,1
St Anne,NT,1582,1
St Anne,NT,1585,1
St Anne,NT,1608,1
St Anne,NT,1623,1
St Anne,NT,1630,1
St Anne,NT,1641,1
St Anthony,St,1589,1
St Anthony of Padua,---,1581,1
St Antony,St,1652,1
St Antony of Padua,St,1579,1
St Antony of Padua,St,1644,1
St Augustine,St,1563,1
St Augustine,St,1592,1
St Augustine,St,1635,1
St Augustine,St,1681,1
St Barbara,St,1585,1
St Barbara,St,1657,1
St Barbara,St,1667,1
St Barnabas,NT,1622,1
St Bartholemew,NT,1641,1
St Bartholomew,NT,1548,1
St Bartholomew,NT,1565,1
St Bartholomew,NT,1637,1
St Bartholomew,NT,1638,1
St Bartholomew,NT,1641,1
St Bernard,St,1695,1
