pers,type,dt,count
man,---,1659,2
man,---,1665,3
man,---,1667,5
man,---,1672,2
man,---,1682,1
man,---,1688,4
man,---,1689,1
man,---,1692,2
man,---,1693,2
man,---,1695,10
man,---,1707,1
man,---,1717,1
man,---,1723,2
man,---,1727,1
man,---,1750,1
mankind,---,1732,1
married woman of London,Woman,1641,1
married woman of London,Woman,1642,1
martyrs,---,1570,1
martyrs,---,1672,1
master,Prof,1585,1
master,Prof,1623,1
match seller,Seller,1635,1
mathematicians,Prof,1589,1
members of a confraternity,---,1641,1
men,---,1511,1
men,---,1515,1
men,---,1534,1
men,---,1555,1
men,---,1563,1
men,---,1565,1
men,---,1566,1
men,---,1567,1
men,---,1568,1
men,---,1573,2
men,---,1575,1
men,---,1576,1
men,---,1580,1
men,---,1581,1
men,---,1582,1
men,---,1585,13
men,---,1588,1
men,---,1589,2
men,---,1590,1
men,---,1591,2
men,---,1592,2
men,---,1594,2
men,---,1597,3
men,---,1598,1
men,---,1599,2
men,---,1600,2
men,---,1601,2
men,---,1606,1
men,---,1608,7
men,---,1609,2
men,---,1610,1
men,---,1611,1
men,---,1614,1
men,---,1616,1
men,---,1617,1
men,---,1618,1
men,---,1622,2
men,---,1623,1
men,---,1627,1
men,---,1628,1
men,---,1629,1
men,---,1632,1
men,---,1633,1
men,---,1635,3
men,---,1639,1
men,---,1640,2
men,---,1641,11
men,---,1643,2
men,---,1644,3
men,---,1645,3
men,---,1646,4
men,---,1649,2
men,---,1650,2
men,---,1651,4
men,---,1652,1
men,---,1653,2
men,---,1655,2
men,---,1656,2
men,---,1657,3
men,---,1658,1
men,---,1659,1
men,---,1663,1
men,---,1665,1
men,---,1666,1
men,---,1671,1
men,---,1672,4
men,---,1678,2
men,---,1688,2
men,---,1689,1
men,---,1695,6
men,---,1710,1
men,---,1735,1
men,---,1741,1
men,---,1750,1
men,---,1753,1
men,---,1783,1
men,---,1795,1
merchant's wife,---,1692,1
mermen,---,1573,1
mermen,---,1627,1
messenger,Prof,1567,1
metalworkers,Prof,1695,1
military door guard,Prof,1590,1
miners,---,1586,1
miser,---,1695,1
money,---,1585,1
money changers,Prof,1629,1
monk,Prof,1565,1
monk,Prof,1644,1
monk,Prof,1647,1
monkey,Animal,1578,1
monkey,Animal,1589,1
monkey,Animal,1622,1
monkey,Animal,1651,1
monkey,Animal,1655,2
monkey,Animal,1682,1
monkey,Animal,1695,1
monkey (Sun Wukong),---,1635,1
monks,---,1644,1
monsters,---,1695,1
monstrous figure,---,1695,1
monstrous fish,---,1585,1
monstrous fish,---,1676,1
mother,---,1585,1
mother,---,1597,1
mother,---,1623,1
mother,---,1627,1
mother,---,1634,1
mother,---,1643,1
mother,---,1646,2
mother,---,1647,1
mother,---,1649,1
mother,---,1663,1
mothers,---,1584,1
mountain goat,Animal,1650,1
mourners,Prof,1584,1
mouse,Animal,1597,1
mouse,Animal,1695,1
muleteer,Prof,1753,1
muse,---,1656,1
muses,---,1656,1
musician,---,1636,1
musicians,---,1585,1
musicians,---,1608,2
musicians,---,1641,1
musicians,---,1654,1
myrmidons,---,1585,1
mysteries,---,1646,1
mythological character,---,1641,1
native American,---,1605,1
native Americans,---,1605,1
needy,---,1643,1
neighbours,---,1589,1
neighbours,---,1634,1
nereid,---,1590,1
nobleman,---,1618,1
nobleman,---,1620,1
nobleman,---,1632,1
notary,Prof,1585,1
nun,---,1641,1
nuns,---,1600,1
nurses,---,1585,1
nymph,---,1585,1
nymph,---,1641,1
nymph,---,1648,1
nymphs,---,1551,1
nymphs,---,1619,1
nymphs,---,1637,1
nymphs,---,1640,1
nymphs,---,1641,2
nymphs,---,1642,2
nymphs,---,1643,1
nymphs,---,1645,1
nymphs,---,1646,1
nymphs,---,1656,1
nymphs,---,1693,1
nympth,---,1652,1
officer,Prof,1572,1
officer,Prof,1575,1
officers,---,1586,1
officials,---,1651,1
old man,---,1622,1
old man,---,1695,1
onlooker,---,1643,1
onlookers,---,1509,1
onlookers,---,1575,1
onlookers,---,1598,1
onlookers,---,1641,1
onlookers,---,1675,1
opponent,---,1645,1
oracle,Prof,1605,1
organist,Prof,1679,1
ostrich,Animal,1565,1
owl,Animal,1609,1
owl,Animal,1695,2
owls,---,1543,1
ox,Animal,1552,1
ox,Animal,1566,1
ox,Animal,1573,1
ox,Animal,1585,3
ox,Animal,1597,1
ox,Animal,1625,1
ox,Animal,1644,1
ox,Animal,1646,1
oxes,---,1634,1
painter,---,1665,1
parents,---,1568,1
parents,---,1674,1
parrot,Animal,1597,1
party,---,1631,1
passenger,---,1590,1
patience,Personification,1585,1
patient,---,1572,1
patient,---,1585,1
peacock,Animal,1640,1
peacock,Animal,1657,1
peacock,Animal,1660,1
peacock,Animal,1695,1
peacock,Animal,1705,1
peacock,Animal,1722,1
peacocks,---,1641,1
peacocks,---,1646,1
peacocks,---,1649,1
peacocks,---,1670,1
peasant,---,1570,1
peasant,---,1586,1
peasant,---,1590,1
peasant,---,1615,1
peasant,---,1635,1
peasant,---,1638,1
peasant,---,1641,1
peasant,---,1642,1
peasant,---,1645,1
peasant,---,1646,1
peasant,---,1661,1
peasant,---,1665,1
peasant,---,1672,1
peasant,---,1720,1
peasant,---,1728,1
peasant boy,---,1599,1
peasants,---,1585,2
peasants,---,1589,1
peasants,---,1618,1
peasants,---,1635,2
peasants,---,1642,1
peasants,---,1645,1
peasants,---,1646,1
peasants,---,1672,1
peasants,---,1750,1
pedlar,---,1584,1
people,---,1543,1
people,---,1566,1
people,---,1572,1
people,---,1573,1
people,---,1575,2
people,---,1582,1
people,---,1584,1
people,---,1585,4
people,---,1586,1
people,---,1604,1
people,---,1610,1
people,---,1616,1
people,---,1620,1
people,---,1622,1
people,---,1634,2
people,---,1635,2
people,---,1636,1
people,---,1641,4
people,---,1645,2
people,---,1646,2
people,---,1648,1
people,---,1649,2
people,---,1655,1
people,---,1665,1
people,---,1667,1
people,---,1669,1
people,---,1678,1
people,---,1683,1
people,---,1688,1
people,---,1695,4
people,---,1725,1
people,---,1750,1
philosopher,Prof,1573,1
philosopher,Prof,1585,1
philosophers,---,1582,1
physician,Prof,1585,1
pig,Animal,1572,1
pig,Animal,1646,1
pigeons,---,1633,1
pigs,---,1585,1
pigs,---,1586,1
pigs,---,1639,2
pigs,---,1645,1
pigs,---,1665,1
pikeman,Prof,1651,1
pikemen,---,1652,1
poet,Prof,1587,1
poor,---,1572,1
poor,---,1643,2
poor,---,1657,1
pope,---,1597,1
pope,---,1630,1
pope,---,1649,1
pope,---,1731,1
porcupine,Animal,1643,1
porter,Prof,1585,1
pride,---,1695,1
priest,Prof,1509,1
priest,Prof,1573,1
priest,Prof,1585,2
priest,Prof,1618,1
priest,Prof,1636,1
priest,Prof,1641,1
priest,Prof,1643,1
priest,Prof,1644,1
priest,Prof,1656,1
priest Jehoiada,---,1635,1
priests,Prof,1592,1
priests,Prof,1597,1
priests,Prof,1635,2
priests,Prof,1638,1
priests,Prof,1644,1
princess,---,1688,1
prisoner,---,1585,1
procession,---,1573,1
procession,---,1600,1
procession,---,1645,1
proconsul,Prof,1655,1
progeny,---,1602,1
prophet,---,1604,1
prophet Ahijah,---,1594,1
prophet Ezekiel,---,1585,1
prophet Jeremiah,---,1693,1
prophets,---,1665,1
prostitutes,Prof,1723,1
pupils,---,1645,1
putti,---,1509,1
putti,---,1526,1
putti,---,1543,1
putti,---,1552,1
putti,---,1565,1
putti,---,1585,5
putti,---,1586,2
putti,---,1589,1
putti,---,1603,1
putti,---,1608,1
putti,---,1618,1
putti,---,1619,1
putti,---,1622,1
putti,---,1635,3
putti,---,1640,2
putti,---,1645,3
putti,---,1646,4
putti,---,1647,1
putti,---,1648,1
putti,---,1649,2
putti,---,1650,2
putti,---,1656,1
putti,---,1657,3
putti,---,1659,1
putti,---,1664,1
putti,---,1688,1
putti,---,1695,3
putti,---,1727,1
putti,---,1728,1
puttis,---,1597,1
putto,---,1497,1
putto,---,1585,2
putto,---,1586,1
putto,---,1622,1
putto,---,1635,1
putto,---,1641,1
putto,---,1643,1
putto,---,1645,1
putto,---,1656,1
putto,---,1672,1
putto,---,1734,1
quaker girl,---,1641,1
quarrelsome,---,1585,1
queen,---,1583,1
queen,---,1703,1
queen from the Greek,---,1626,1
queen of Carthage,---,1620,1
queens,---,1641,1
rabbit,Animal,1666,1
rabbits,---,1580,1
rabbits,---,1582,1
rabbits,---,1643,1
rabbits,---,1728,1
ram,Animal,1625,1
ram,Animal,1630,1
ram,Animal,1643,1
ram,Animal,1650,1
rams,---,1582,1
rat,Animal,1585,1
ravens,---,1552,1
revellers,---,1640,1
rhino,Animal,1565,1
rider,---,1560,1
rider,---,1602,1
rider,---,1618,1
rider,---,1641,3
rider,---,1645,1
rider,---,1651,1
riders,---,1497,1
riders,---,1607,1
river deities,---,1590,1
river god,---,1608,1
river goddesses,---,1655,1
river gods,---,1619,1
river gods,---,1641,1
sailors,---,1585,1
sailors,---,1635,1
saint,---,1585,2
saint,---,1598,1
saint,---,1601,1
saint,---,1651,1
saint,---,1652,1
saint,---,1656,1
saint,---,1688,1
saint,---,1727,1
saints,---,1576,1
saints,---,1582,1
saints,---,1584,1
saints,---,1585,2
saints,---,1589,2
saints,---,1641,1
saints,---,1652,1
saints,---,1688,1
satyr,---,1575,1
satyr,---,1585,1
satyr,---,1598,1
satyr,---,1606,1
satyr,---,1641,2
satyr,---,1643,2
satyr,---,1646,1
satyr,---,1658,1
satyr,---,1676,1
satyr,---,1726,1
satyr,---,1734,1
satyr,---,1740,1
satyrs,---,1637,1
satyrs,---,1640,3
satyrs,---,1642,1
satyrs,---,1643,1
satyrs,---,1734,1
satyrs,---,1740,1
savoyard peep show owner,---,1641,1
scholars,Prof,1654,1
scouts,Prof,1672,1
scribes,---,1591,1
scribes,---,1592,1
sculptor,---,1641,1
sculptor,---,1665,1
sea creatures,---,1641,1
sea creatures,---,1695,1
sea horses,---,1647,1
sea monster,---,1641,1
sea monster,---,1648,1
sea stag,---,1575,1
sea-creature,---,1625,1
sea-horse,---,1646,1
sea-horses,---,1589,1
sea-monster,---,1556,1
secretary,Prof,1583,1
seller of fireplace tools,Seller,1679,1
seller of pastries,Seller,1590,1
senators,Prof,1582,1
serpent,Animal,1585,3
serpent,Animal,1589,2
serpent,Animal,1597,1
serpent,Animal,1613,1
serpent,Animal,1622,1
serpent,Animal,1641,3
serpent,Animal,1645,1
serpent,Animal,1651,1
serpent,Animal,1672,1
serpent,Animal,1703,1
serpents,---,1651,1
servant,Prof,1565,1
servant,Prof,1567,1
servant,Prof,1573,1
servant,Prof,1585,5
servant,Prof,1586,1
servant,Prof,1590,1
servant,Prof,1608,1
servant,Prof,1624,1
servant,Prof,1631,1
servant,Prof,1635,1
servant,Prof,1638,1
servant,Prof,1641,1
servant,Prof,1643,1
servant,Prof,1657,1
servant,Prof,1661,1
servant,Prof,1678,1
servant,Prof,1688,1
servant,Prof,1695,1
servants,---,1526,1
servants,---,1585,1
servants,---,1591,1
servants,---,1615,1
servants,---,1622,1
servants,---,1623,1
servants,---,1635,2
serving-woman,Prof,1723,1
she-goat,Animal,1640,1
she-goat,Animal,1676,1
she-wolf,Animal,1645,1
sheep,Animal,1553,1
sheep,Animal,1582,2
sheep,Animal,1585,3
sheep,Animal,1586,1
sheep,Animal,1589,1
sheep,Animal,1618,1
sheep,Animal,1627,1
sheep,Animal,1630,1
sheep,Animal,1635,2
sheep,Animal,1637,1
sheep,Animal,1641,1
sheep,Animal,1642,1
sheep,Animal,1645,1
sheep,Animal,1646,1
sheep,Animal,1648,1
sheep,Animal,1650,1
sheep,Animal,1657,1
shepherd,Prof,1550,1
shepherd,Prof,1553,1
shepherd,Prof,1582,1
shepherd,Prof,1583,1
shepherd,Prof,1589,1
shepherd,Prof,1616,1
shepherd,Prof,1634,1
shepherd,Prof,1635,1
shepherd,Prof,1639,1
shepherd,Prof,1640,1
shepherd,Prof,1641,1
shepherd,Prof,1642,1
shepherd,Prof,1646,2
shepherd,Prof,1655,1
shepherd,Prof,1683,1
shepherd,Prof,1695,1
shepherdess,Prof,1553,1
shepherdess,Prof,1635,1
shepherdess,Prof,1641,1
shepherds,---,1529,1
shepherds,---,1552,1
shepherds,---,1572,1
shepherds,---,1582,1
shepherds,---,1583,1
shepherds,---,1585,2
shepherds,---,1608,1
shepherds,---,1615,1
shepherds,---,1616,1
shepherds,---,1618,1
shepherds,---,1619,1
shepherds,---,1622,1
shepherds,---,1640,1
shepherds,---,1643,1
shepherds,---,1646,1
shepherds,---,1665,1
shepherds,---,1688,1
shepherds,---,1695,1
shepherds,---,1728,1
shunammite woman,OT,1585,1
sibyls,---,1585,1
sibyls,---,1672,1
sick,---,1585,1
sick,---,1643,1
sick,---,1695,1
silkworm,Animal,1661,1
silkworms,---,1661,1
silkworms,---,1695,1
sirens,---,1596,1
sirens,---,1695,1
sister,---,1609,1
sisters,---,1640,1
skaters,---,1640,1
skaters,---,1642,1
skeleton,---,1585,1
skeleton,---,1592,1
skeleton,---,1597,1
skeleton,---,1648,1
slave,Prof,1735,1
smokers,---,1688,1
snake,Animal,1512,1
snake,Animal,1555,1
snake,Animal,1572,1
snake,Animal,1573,1
snake,Animal,1585,1
snake,Animal,1592,1
snake,Animal,1601,1
snake,Animal,1641,1
snake,Animal,1656,1
snake,Animal,1729,1
snakes,---,1540,1
snakes,---,1543,2
snakes,---,1641,1
snakes,---,1643,1
snakes,---,1645,1
snakes,---,1649,1
soldier,Prof,1503,1
soldier,Prof,1577,1
soldier,Prof,1579,1
soldier,Prof,1585,5
soldier,Prof,1600,1
soldier,Prof,1606,1
soldier,Prof,1609,1
soldier,Prof,1623,1
soldier,Prof,1637,1
soldier,Prof,1642,1
soldier,Prof,1645,1
soldier,Prof,1646,1
soldier,Prof,1649,1
soldier,Prof,1650,1
soldier,Prof,1651,1
soldier,Prof,1675,1
soldier,Prof,1695,2
soldier,Prof,1732,1
soldier,Prof,1735,1
soldiers,---,1503,1
soldiers,---,1516,1
soldiers,---,1520,1
soldiers,---,1543,1
soldiers,---,1552,1
soldiers,---,1573,1
soldiers,---,1574,1
soldiers,---,1575,1
soldiers,---,1576,1
soldiers,---,1577,1
soldiers,---,1581,1
soldiers,---,1582,1
soldiers,---,1583,1
soldiers,---,1585,4
soldiers,---,1589,3
soldiers,---,1590,2
soldiers,---,1592,1
soldiers,---,1593,1
soldiers,---,1594,1
soldiers,---,1597,1
soldiers,---,1598,1
soldiers,---,1600,1
soldiers,---,1601,2
soldiers,---,1602,1
soldiers,---,1603,1
soldiers,---,1604,1
soldiers,---,1605,1
soldiers,---,1606,1
soldiers,---,1608,4
soldiers,---,1609,1
soldiers,---,1613,2
soldiers,---,1619,1
soldiers,---,1621,1
soldiers,---,1622,4
soldiers,---,1623,2
soldiers,---,1628,1
soldiers,---,1630,1
soldiers,---,1634,1
soldiers,---,1635,2
soldiers,---,1636,1
soldiers,---,1638,1
soldiers,---,1641,1
soldiers,---,1642,2
soldiers,---,1643,4
soldiers,---,1644,1
soldiers,---,1645,2
soldiers,---,1646,1
soldiers,---,1647,1
soldiers,---,1649,1
soldiers,---,1651,1
soldiers,---,1652,1
soldiers,---,1656,1
soldiers,---,1657,1
soldiers,---,1670,1
soldiers,---,1672,2
soldiers,---,1688,1
soldiers,---,1694,1
soldiers,---,1695,3
soldiers,---,1699,1
soldiers,---,1703,1
soldiers,---,1710,1
soldiers,---,1718,1
soldiers,---,1726,1
soldiers,---,1732,1
son,---,1573,1
son,---,1575,1
son,---,1585,2
son,---,1600,1
son,---,1639,1
son,---,1641,1
son,---,1646,1
son,---,1650,1
son,---,1672,1
sons,---,1526,1
sons,---,1644,1
sons,---,1645,1
sons,---,1650,1
sons,---,1651,1
souls,---,1634,1
sow gelder,---,1585,1
spectators,---,1585,2
spectators,---,1604,1
spectators,---,1643,1
spectators,---,1734,1
sphinxes,---,1649,1
spirits,---,1646,1
stag,---,1600,1
stag,---,1643,1
stag,---,1728,1
stone marker,Prof,1725,1
stork,Animal,1549,1
street seller,Seller,1641,1
street trader,Seller,1566,1
street trader,Seller,1635,1
street trader,Seller,1644,1
street trader,Seller,1645,1
street trader,Seller,1725,1
student draughtsman,---,1649,1
students,---,1543,1
students,---,1585,1
students,---,1617,1
subjects,---,1651,1
suite,---,1734,1
suitors,---,1585,1
suitors,---,1608,1
sun god,---,1627,1
survivors,---,1656,1
swan,Animal,1622,1
swans,---,1619,1
swine,Animal,1646,1
swine,Animal,1727,1
swineherd,Prof,1645,1
swineherd,Prof,1650,1
t Anthony Abbot,---,1662,1
tailors,Prof,1641,1
tailors,Prof,1695,1
taskmasters,Prof,1638,1
theological virtues,---,1620,1
thieves,---,1656,1
tiger,Animal,1643,1
torturers,---,1672,1
toy seller,Seller,1646,1
traveller,---,1647,1
travellers,---,1585,1
travellers,---,1587,1
travellers,---,1618,1
travellers,---,1646,1
travellers,---,1651,1
travellers,---,1665,1
travellers,---,1713,1
triton,---,1575,1
triton,---,1585,1
triton,---,1674,1
tritonesses,---,1585,1
tritonesses,---,1590,1
tritons,---,1543,1
tritons,---,1589,1
tritons,---,1590,1
tritons,---,1635,1
troops,---,1585,1
troops,---,1621,1
trumpeter,Prof,1608,1
trumpeters,---,1726,1
turner,Prof,1637,1
turtle,Animal,1650,1
turtle,Animal,1705,1
unicorn,---,1643,1
vices,---,1670,1
vinegar seller,Seller,1641,1
virgin,---,1644,1
virgins,---,1543,1
virgins,---,1650,1
virtues,---,1575,1
virtues,---,1585,1
virtues,---,1631,1
virtues,---,1638,1
viscount,Prof,1573,1
vulture,Animal,1642,1
vulture,Animal,1649,1
vulture,Animal,1652,1
waitress,Prof,1642,1
warder,Prof,1723,1
warrior,Prof,1622,1
warrior,Prof,1635,1
warriors,---,1608,1
warriors,---,1619,1
warriors,---,1652,1
warriors,---,1683,1
water carrier,---,1641,1
water-dragon,---,1511,1
whale,Animal,1694,1
wharf workers,Prof,1727,1
widow,---,1524,1
widow,---,1573,1
widow,---,1641,1
widow from Zarephath,OT,1575,1
widow's son,OT,1575,1
wife,---,1582,1
wife,---,1585,1
wife,---,1602,1
wife,---,1609,1
wife,---,1642,1
wife,---,1643,1
wife,---,1652,1
wife,---,1657,1
winds,---,1585,1
winged boys,---,1676,1
winged creatures,---,1644,1
winged female figure,---,1695,1
winged females,---,1585,1
wives,---,1597,1
wives,---,1659,1
wives,---,1665,1
wolf,Animal,1580,1
wolf,Animal,1594,1
wolves,---,1580,1
woman,---,1509,1
woman,---,1518,1
woman,---,1547,1
woman,---,1555,1
woman,---,1561,1
woman,---,1564,1
woman,---,1566,1
woman,---,1567,2
woman,---,1573,2
woman,---,1575,2
woman,---,1576,1
woman,---,1577,1
woman,---,1582,2
woman,---,1584,1
woman,---,1585,14
woman,---,1586,3
woman,---,1589,5
woman,---,1590,1
woman,---,1594,2
woman,---,1597,1
woman,---,1602,1
woman,---,1608,1
woman,---,1609,1
woman,---,1610,1
woman,---,1611,2
woman,---,1618,1
woman,---,1619,1
woman,---,1622,4
woman,---,1623,2
woman,---,1625,1
woman,---,1630,1
woman,---,1632,1
woman,---,1633,1
woman,---,1634,2
woman,---,1635,6
woman,---,1636,2
woman,---,1637,1
woman,---,1639,1
woman,---,1640,3
woman,---,1641,6
woman,---,1642,4
woman,---,1643,3
woman,---,1644,2
woman,---,1646,6
woman,---,1647,1
woman,---,1648,2
woman,---,1649,2
woman,---,1650,3
woman,---,1651,3
woman,---,1656,2
woman,---,1657,2
woman,---,1659,1
woman,---,1661,1
woman,---,1672,1
woman,---,1678,2
woman,---,1682,2
woman,---,1683,1
woman,---,1688,1
woman,---,1695,5
woman,---,1717,1
woman,---,1723,1
woman,---,1732,1
woman,---,1734,1
woman,---,1735,1
woman,---,1740,1
woman from Bern,Woman,1564,1
woman from Dieppe,Woman,1648,1
woman from London,Woman,1585,1
woman from Prague,Woman,1646,1
woman of London,Woman,1569,1
woman of Nuremberg,Woman,1648,1
woman of Samaria,NT,1599,1
woman of Samaria,NT,1601,1
woman of Upper Austria,Woman,1696,1
woman of the Apocalypse,NT,1586,1
women,---,1514,1
women,---,1530,1
women,---,1532,1
women,---,1540,1
women,---,1543,1
women,---,1565,1
women,---,1577,1
women,---,1582,2
women,---,1585,4
women,---,1586,2
women,---,1587,1
women,---,1592,1
women,---,1608,1
women,---,1609,1
women,---,1618,1
women,---,1619,1
women,---,1622,1
women,---,1623,1
women,---,1627,1
women,---,1629,1
women,---,1630,1
women,---,1632,1
women,---,1635,1
women,---,1639,1
women,---,1640,2
women,---,1641,3
women,---,1643,2
women,---,1646,1
women,---,1648,1
women,---,1649,1
women,---,1650,2
women,---,1651,1
women,---,1656,1
women,---,1659,1
women,---,1661,1
women,---,1663,1
women,---,1680,1
women,---,1688,2
women,---,1695,4
women,---,1723,1
women,---,1795,1
women ,---,1585,1
workers,Prof,1581,1
workers,Prof,1584,1
workers,Prof,1647,1
workers,Prof,1656,1
workmen,---,1566,1
workmen,---,1579,1
workmen,---,1616,1
workmen,---,1641,1
workmen,---,1651,1
worshippers,---,1636,1
writing ink seller,Seller,1630,1
young girl,---,1565,1
youth,---,1530,1
youth,---,1551,1
youth,---,1552,1
youth,---,1622,2
youth,---,1656,1
 Holy Spirit,---,1695,1
 Pietro Aretino,---,1573,1
 woman,---,1641,1